Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
Masters,2014,New Delhi,3,28,Male,No,2,0
Bachelors,853,Bangalore,3,27,Male,No,5,1
Masters,2017,Pune,3,25,incorrect_value,No,3,1
Bachelors,29,Bangalore,3,28,Male,No,2,1
Bachelors,2016,Bangalore,3,-690,Male,No,2,0
Bachelors,2012,Bangalore,3,24,Male,Yes,871,0
Bachelors,2015,Bangalore,3,28,Female,incorrect_value,1,884
Bachelors,2014,Bangalore,3,24,Male,No,2,0
incorrect_value,2013,Pune,3,27,Male,No,5,0
Bachelors,2016,New Delhi,3,24,Female,No,2,-771
Bachelors,2012,Bangalore,3,25,Female,No,3,0
Bachelors,2012,Pune,3,28,Male,No,3,0
,2018,Pune,3,25,Male,Yes,3,1
,2014,Bangalore,3,27,Male,No,-271,1
Bachelors,2016,Bangalore,3,27,Female,No,5,0
Masters,2015,,2,24,,No,-721,0
Masters,2014,Bangalore,3,24,Female,No,2,1
Bachelors,2013,Bangalore,3,25,,No,3,0
Masters,2017,New Delhi,-783,24,Male,No,2,0
Bachelors,2015,Bangalore,3,25,Male,No,3,0
Bachelors,2017,Bangalore,3,24,Male,No,2,0
Bachelors,2017,New Delhi,2,28,Male,No,3,0
Bachelors,2016,Bangalore,3,28,Male,No,2,0
PHD,2014,,3,24,Male,incorrect_value,2,0
Masters,2017,New Delhi,2,26,incorrect_value,No,4,0
Masters,2018,New Delhi,3,25,Male,No,3,1
Bachelors,2014,Bangalore,3,28,Male,No,3,1
Bachelors,2014,Bangalore,923,25,Male,No,3,1
Bachelors,2018,incorrect_value,3,28,Female,No,3,1
Masters,2017,New Delhi,2,25,Male,Yes,584,1
Masters,2013,New Delhi,3,28,Male,No,2,0
Bachelors,2014,Bangalore,3,26,Male,Yes,4,0
Masters,2017,New Delhi,190,25,,No,3,1
Masters,2013,,3,25,incorrect_value,No,3,0
Bachelors,2016,Bangalore,3,25,Male,No,3,0
Bachelors,2018,Bangalore,3,24,Male,No,2,1
Masters,2017,New Delhi,2,26,Male,Yes,-491,-925
Bachelors,2013,Bangalore,3,24,Male,No,2,0
Bachelors,2013,Bangalore,3,28,Male,No,2,0
Masters,2015,Pune,3,28,Female,Yes,2,0
Bachelors,2015,Pune,2,27,Female,Yes,5,1
incorrect_value,2014,Pune,2,27,Female,No,318,0
Bachelors,2017,New Delhi,2,27,Male,No,5,0
Bachelors,2012,Bangalore,3,830,Male,No,4,82
Masters,-396,Pune,1,27,Female,No,5,0
Bachelors,2013,Bangalore,1,28,Male,No,3,1
Bachelors,2012,Pune,2,26,Female,No,4,1
Bachelors,2013,Bangalore,3,27,Male,No,5,0
Masters,2017,New Delhi,2,25,Male,No,3,0
Bachelors,2017,Bangalore,3,27,Male,No,5,0
Bachelors,2012,Bangalore,3,24,Male,No,2,0
Bachelors,2017,New Delhi,3,26,Male,No,4,0
Bachelors,2014,Bangalore,3,28,Female,No,1,736
Bachelors,2015,incorrect_value,3,25,Male,No,3,0
Bachelors,2015,Pune,2,28,Female,incorrect_value,3,1
Bachelors,2017,Bangalore,3,24,Female,No,2,0
Bachelors,2016,Bangalore,3,27,Female,No,5,1
Bachelors,2012,Bangalore,3,25,,No,3,0
Masters,2018,Pune,3,25,Male,No,3,1
incorrect_value,2015,incorrect_value,3,26,Male,incorrect_value,4,0
Bachelors,2014,Pune,3,26,Male,No,4,0
PHD,615,New Delhi,3,27,Male,No,696,0
incorrect_value,2012,Bangalore,3,26,Male,No,4,0
Bachelors,2016,Bangalore,3,26,Male,No,4,0
incorrect_value,2017,New Delhi,425,28,Female,No,2,0
Bachelors,2014,,3,25,Female,No,3,0
Bachelors,2013,Bangalore,3,430,,Yes,3,0
Bachelors,2017,Bangalore,3,25,Male,No,3,0
Bachelors,2018,Bangalore,3,27,Male,No,5,1
Bachelors,2017,Bangalore,3,26,Male,No,4,0
,2017,Pune,2,664,Female,No,3,1
Bachelors,2017,Pune,2,26,Female,,180,253
,2015,Pune,3,-441,incorrect_value,No,3,0
Masters,2017,Pune,2,26,Male,No,4,1
Masters,2015,New Delhi,3,28,Female,Yes,2,0
,2012,New Delhi,2,25,Male,No,3,1
Bachelors,2016,Bangalore,3,25,Female,No,3,0
Masters,2017,New Delhi,-606,26,Female,No,4,0
Bachelors,2014,Bangalore,3,25,Male,No,3,0
Bachelors,2014,Bangalore,3,25,Male,No,3,1
PHD,2018,Bangalore,3,26,Male,No,4,1
Bachelors,2016,Pune,3,26,Male,No,4,0
Bachelors,2014,Bangalore,3,27,Male,No,5,0
Bachelors,2012,Bangalore,3,25,Male,No,3,0
Masters,2012,Pune,2,26,,No,4,0
incorrect_value,2016,New Delhi,3,27,Male,No,5,1
PHD,2017,Bangalore,3,28,Male,No,1,0
Bachelors,-376,incorrect_value,3,27,Male,No,5,0
Bachelors,-538,Pune,3,26,Male,No,4,1
Bachelors,2018,incorrect_value,1,27,Male,No,5,0
Bachelors,2016,Pune,3,24,Male,No,2,0
Bachelors,2012,Bangalore,3,25,Male,No,3,0
Bachelors,2017,Bangalore,512,27,Male,No,5,0
Bachelors,2016,Bangalore,3,28,Male,No,2,0
Bachelors,2017,New Delhi,2,27,Male,No,5,0
Bachelors,76,Bangalore,960,25,Male,No,3,0
Bachelors,2013,,3,28,Male,No,1,0
,-548,Bangalore,3,879,,No,3,1
Bachelors,2016,Bangalore,3,27,Male,Yes,5,0
Masters,2015,Pune,2,28,Female,No,3,0
,2015,New Delhi,3,24,Female,No,740,-711
,2017,New Delhi,3,24,,No,2,0
Bachelors,2015,Pune,2,24,Female,No,2,1
Masters,2013,Pune,3,28,Male,No,2,1
Bachelors,2017,Pune,3,27,Female,No,5,-284
Bachelors,2014,Pune,3,556,Male,No,4,933
Bachelors,2016,incorrect_value,3,26,Male,No,633,0
Bachelors,2014,Pune,1,26,Female,No,4,1
Bachelors,2015,incorrect_value,3,28,Male,No,3,0
incorrect_value,2012,Bangalore,3,26,Male,No,4,0
Bachelors,2017,New Delhi,2,-313,Male,No,4,0
Masters,2017,New Delhi,2,26,Female,No,4,0
Bachelors,2016,Bangalore,3,26,Male,No,4,1
Bachelors,2013,Bangalore,3,26,Male,Yes,4,0
Bachelors,2014,Bangalore,3,28,Male,No,3,1
Bachelors,2014,New Delhi,3,28,Female,No,3,0
Bachelors,-21,Pune,3,25,Female,No,3,1
Bachelors,2016,Pune,3,28,Male,No,3,0
Masters,2017,Bangalore,3,27,Male,No,5,1
incorrect_value,2015,Bangalore,3,25,Male,No,3,0
Bachelors,2014,Pune,3,27,,,-837,0
Bachelors,2012,Pune,3,28,Male,No,3,0
Masters,2017,Pune,775,26,Male,No,4,2
Bachelors,2013,Bangalore,3,25,Male,Yes,502,0
Bachelors,2015,Pune,2,28,Female,No,2,1
PHD,2013,Bangalore,1,26,Male,No,4,691
Masters,2012,Pune,3,27,Male,No,5,1
Bachelors,2016,Bangalore,1,28,Male,,2,0
Bachelors,2017,Bangalore,-463,908,incorrect_value,No,5,0
Bachelors,2017,,302,25,Male,No,3,0
Masters,2017,New Delhi,2,24,,Yes,2,1
Bachelors,2015,Bangalore,1,25,Female,Yes,3,0
Bachelors,2018,Bangalore,3,27,Male,No,5,280
Bachelors,2014,Bangalore,3,26,Male,No,4,0
,2018,incorrect_value,3,-327,Male,No,4,1
Bachelors,2015,Pune,-861,990,Female,No,185,1
Bachelors,2018,Bangalore,3,27,Male,No,5,1
Bachelors,2016,Bangalore,3,27,Female,No,5,0
Masters,2016,New Delhi,3,25,Female,No,3,1
Masters,2018,New Delhi,3,26,Male,,4,1
incorrect_value,2018,,3,24,Female,incorrect_value,2,1
incorrect_value,2017,New Delhi,2,28,,No,3,0
Bachelors,2015,Bangalore,3,27,Male,No,5,0
Bachelors,2017,Bangalore,3,26,Male,No,4,0
,2016,Bangalore,3,25,Male,No,3,0
Bachelors,2013,Pune,3,25,Male,,3,0
Bachelors,2015,Pune,3,25,incorrect_value,,3,1
Bachelors,2014,,3,28,Female,No,3,619
Bachelors,2015,Pune,3,24,Male,No,2,0
Bachelors,2016,Bangalore,3,26,Female,No,4,0
Bachelors,-850,Bangalore,1,25,Male,Yes,688,0
Masters,2017,Pune,2,28,Female,incorrect_value,1,0
incorrect_value,2014,Pune,680,25,Female,No,3,1
Bachelors,2017,Bangalore,3,25,Male,No,3,0
Bachelors,2016,Bangalore,3,28,Female,No,3,0
Bachelors,2014,incorrect_value,3,28,incorrect_value,No,2,0
Masters,2017,New Delhi,2,28,Male,No,2,0
Bachelors,2017,New Delhi,745,24,Female,No,2,0
PHD,2013,New Delhi,-384,25,Male,No,3,1
Bachelors,2017,Bangalore,3,24,Male,,2,0
Bachelors,2017,Bangalore,3,26,Female,No,4,0
Bachelors,2015,Bangalore,1,25,Male,No,3,372
Bachelors,2016,Bangalore,3,26,Female,No,4,0
PHD,2014,New Delhi,3,28,Male,No,2,1
Masters,2018,New Delhi,3,27,Female,No,5,1
Bachelors,2016,New Delhi,3,27,Female,No,-415,0
Masters,2017,incorrect_value,2,25,Male,No,3,1
Bachelors,2017,Bangalore,3,26,,No,4,-853
Bachelors,2016,New Delhi,3,27,Female,Yes,5,0
Bachelors,2017,Pune,2,25,Female,No,3,1
Bachelors,-436,Pune,3,28,Female,No,1,1
Bachelors,2014,Bangalore,3,25,Female,No,3,1
Bachelors,-209,Pune,3,28,Male,,1,1
incorrect_value,2017,Bangalore,1,26,incorrect_value,No,4,0
Bachelors,2013,Bangalore,3,24,Male,No,2,-557
Bachelors,2012,New Delhi,3,26,Female,incorrect_value,4,640
Bachelors,-405,Pune,196,25,Male,No,3,230
Masters,2013,New Delhi,2,-555,Male,No,2,1
Bachelors,2018,Pune,3,26,Male,No,4,1
Bachelors,2016,New Delhi,3,28,Female,No,2,0
,2016,Pune,3,26,,No,4,0
Masters,2014,New Delhi,3,24,Male,No,2,0
Bachelors,2013,Bangalore,3,75,Male,No,4,0
Bachelors,2014,Pune,2,26,Female,No,4,1
Bachelors,2014,Pune,3,25,Male,,3,0
Bachelors,2013,Pune,3,27,Male,No,5,0
Bachelors,2018,Bangalore,3,27,Male,No,5,1
Bachelors,2015,Bangalore,3,368,Female,No,3,1
Bachelors,2016,Pune,3,26,Male,No,609,0
Bachelors,2015,Pune,2,27,Female,No,5,1
Bachelors,2017,,3,26,Male,No,4,0
,2017,Pune,2,26,Female,No,4,0
Bachelors,2017,New Delhi,-615,27,Female,Yes,5,0
Masters,2017,Pune,1,24,Male,No,2,0
Masters,2017,New Delhi,2,26,Female,incorrect_value,4,0
Bachelors,2015,Bangalore,3,27,Male,Yes,5,0
Bachelors,2015,Bangalore,3,26,Male,No,4,0
Masters,2017,Pune,2,24,Male,incorrect_value,2,1
Bachelors,2017,Bangalore,3,597,Female,No,4,861
Bachelors,2014,Bangalore,3,-7,Male,No,4,0
Bachelors,2015,Bangalore,3,28,Male,Yes,1,1
Masters,-646,New Delhi,2,-900,Male,No,2,0
Bachelors,2013,Pune,2,-403,incorrect_value,No,3,1
Masters,2013,Bangalore,3,27,Male,No,5,1
Bachelors,2017,Bangalore,3,27,Male,No,5,0
Bachelors,2015,New Delhi,2,28,incorrect_value,Yes,2,1
Bachelors,2014,Pune,2,24,Female,No,2,1
Bachelors,2016,Pune,453,27,Female,No,-734,1
Bachelors,2017,Bangalore,3,27,Female,No,5,0
Bachelors,670,Bangalore,3,26,Male,No,105,0
Bachelors,2015,Pune,2,27,Male,No,5,0
Bachelors,2015,Bangalore,3,26,Male,No,4,0
Bachelors,2018,Bangalore,3,27,incorrect_value,Yes,5,1
Bachelors,-551,Bangalore,3,24,Male,,2,0
Bachelors,2014,Bangalore,3,24,Male,No,-564,0
Bachelors,2013,New Delhi,2,24,Female,No,2,-230
Bachelors,2012,Bangalore,3,26,Female,No,4,0
Bachelors,2015,Pune,-341,-66,Female,Yes,2,1
Bachelors,2018,Bangalore,3,26,Male,No,4,1
Bachelors,2016,Bangalore,3,24,Female,No,2,258
Masters,-103,Pune,3,24,Male,No,2,1
Masters,2016,,3,24,,No,2,0
Bachelors,2013,Bangalore,770,28,Male,Yes,1,1
,2015,Bangalore,1,28,incorrect_value,No,1,0
PHD,2018,Bangalore,3,24,Female,No,2,1
incorrect_value,2016,Bangalore,3,26,Male,Yes,4,0
incorrect_value,2013,Bangalore,3,27,Male,No,954,0
Bachelors,2013,Bangalore,3,-260,Male,No,3,1
Masters,2016,New Delhi,3,24,,No,2,1
Bachelors,2017,New Delhi,1,25,Female,No,3,-511
Bachelors,2013,Bangalore,3,28,Male,No,3,0
Bachelors,2018,Bangalore,3,-999,Male,incorrect_value,1,1
Bachelors,2017,Bangalore,-733,24,Male,No,2,0
Masters,2014,New Delhi,3,24,Male,,2,1
incorrect_value,2012,New Delhi,-975,24,Male,No,2,0
Bachelors,-537,Bangalore,3,25,Female,No,3,0
Masters,2014,New Delhi,3,27,Male,No,598,0
Bachelors,2015,incorrect_value,3,27,Female,No,5,0
Bachelors,2014,Pune,818,25,Male,No,3,1
Bachelors,2012,Bangalore,3,28,Male,incorrect_value,3,0
Bachelors,-548,Bangalore,3,25,Female,No,3,0
Bachelors,2015,Bangalore,3,-886,Female,No,2,0
Bachelors,2013,Pune,3,27,Male,No,5,0
Bachelors,2013,Bangalore,-797,26,Female,No,4,0
incorrect_value,2012,Pune,2,740,Male,No,4,0
Masters,2017,Bangalore,-766,28,Female,No,3,1
Bachelors,2015,incorrect_value,3,599,Male,No,3,1
Bachelors,2012,Bangalore,3,28,Female,No,2,0
Bachelors,2017,Pune,2,26,Female,No,4,1
Bachelors,2012,Bangalore,3,27,Female,No,5,0
,2016,New Delhi,3,28,Male,No,1,0
Bachelors,2015,Pune,2,28,,No,1,1
Masters,2017,Pune,3,24,Male,No,2,1
Bachelors,341,Pune,2,25,Female,No,3,1
Bachelors,2014,Bangalore,494,24,Male,No,2,0
Bachelors,2016,Bangalore,3,28,Male,No,3,0
Bachelors,-365,New Delhi,3,25,Female,Yes,3,186
Masters,2015,New Delhi,3,26,Male,No,4,1
Masters,2015,New Delhi,3,28,incorrect_value,No,3,0
Bachelors,2013,New Delhi,1,24,incorrect_value,No,-883,1
,2014,Bangalore,3,24,Male,No,2,0
Bachelors,2018,Bangalore,3,26,Male,No,4,1
Bachelors,2013,Bangalore,3,26,Male,incorrect_value,494,0
Bachelors,2015,New Delhi,3,25,Female,No,3,1
Bachelors,2017,New Delhi,3,28,Male,No,2,0
Bachelors,2016,Pune,1,25,Female,No,3,1
Masters,2013,New Delhi,3,25,Male,Yes,3,-198
Bachelors,-976,Bangalore,3,24,,No,2,0
Masters,2013,,3,25,Female,No,377,1
Bachelors,2013,Bangalore,979,28,,,2,0
Masters,2014,incorrect_value,3,27,Female,No,-108,1
Bachelors,2013,Bangalore,3,26,Male,No,4,0
Bachelors,2016,Bangalore,3,25,Male,No,3,944
Bachelors,2015,Pune,2,26,Female,Yes,4,1
Bachelors,2017,New Delhi,-148,25,Male,No,3,0
Bachelors,2013,Bangalore,3,26,Male,No,4,0
Bachelors,2013,Pune,2,27,,Yes,5,0
Bachelors,2015,Pune,2,25,Female,No,3,1
Bachelors,2016,Bangalore,3,25,Male,Yes,3,0
Bachelors,-378,Bangalore,3,-327,incorrect_value,No,3,1
Bachelors,2016,Pune,3,28,Male,No,1,0
Bachelors,2018,Bangalore,3,24,Male,No,2,595
Masters,2015,Pune,3,28,Female,No,3,0
Bachelors,2017,incorrect_value,3,26,Male,No,4,0
Masters,2017,Pune,2,26,Male,No,4,1
Bachelors,2017,New Delhi,2,27,Female,No,5,0
Bachelors,2013,Pune,2,26,Female,No,4,1
Bachelors,2012,Bangalore,3,24,Male,No,2,0
Bachelors,2013,New Delhi,-174,28,,Yes,3,0
Masters,2015,Pune,2,24,Female,No,2,0
Bachelors,2016,Bangalore,3,25,Male,No,3,0
Masters,2017,New Delhi,2,25,Male,No,3,1
incorrect_value,2016,incorrect_value,3,26,Male,No,4,0
Bachelors,2013,Bangalore,3,-112,incorrect_value,No,2,0
Bachelors,2012,Pune,2,25,Male,No,3,1
Bachelors,2014,incorrect_value,32,24,Male,No,2,0
Bachelors,2017,Bangalore,-422,27,Female,No,5,1
Bachelors,-105,New Delhi,90,27,Female,No,5,0
Bachelors,2013,Pune,3,27,Male,No,5,0
Bachelors,2015,,2,24,Female,Yes,2,-297
incorrect_value,2017,Bangalore,3,24,Female,Yes,2,0
PHD,2015,New Delhi,3,28,Female,No,1,0
Bachelors,2017,Bangalore,3,27,incorrect_value,No,5,0
Masters,2017,,2,28,Female,No,101,0
Bachelors,2017,New Delhi,2,25,Female,No,3,0
Bachelors,2014,Pune,748,25,Female,incorrect_value,3,1
Bachelors,2016,New Delhi,3,28,Female,Yes,3,0
Bachelors,2015,Pune,2,27,Female,No,5,1
Masters,2017,Pune,2,25,,No,-795,1
Masters,2017,Bangalore,2,25,Female,Yes,3,1
Bachelors,2017,Bangalore,-312,24,Female,No,2,1
Bachelors,2013,Bangalore,3,26,Female,No,722,0
Bachelors,2018,Bangalore,3,24,Male,Yes,2,1
Bachelors,2016,New Delhi,3,28,incorrect_value,incorrect_value,1,0
Masters,2017,New Delhi,2,24,Male,No,2,1
Bachelors,2017,Bangalore,3,-886,Male,No,3,0
Bachelors,2017,Bangalore,3,25,Male,No,3,0
Bachelors,2017,Bangalore,3,24,Male,No,2,1
Masters,2014,,3,25,,No,3,1
Bachelors,2012,Bangalore,3,27,Female,No,5,0
Bachelors,2012,New Delhi,3,27,Female,No,5,0
Bachelors,2017,Bangalore,3,28,Male,No,2,1
Bachelors,2012,Bangalore,3,28,Male,Yes,3,1
Bachelors,2012,Pune,3,28,Female,No,-826,0
Bachelors,2018,Bangalore,3,24,Female,No,2,1
PHD,-948,New Delhi,3,371,Female,No,2,0
Masters,2017,New Delhi,2,27,Female,No,5,1
Masters,2013,New Delhi,2,-475,Female,No,567,285
Bachelors,2015,Bangalore,3,26,Female,No,4,0
Masters,2015,New Delhi,3,28,Female,No,1,1
Bachelors,2014,Bangalore,-859,27,Male,No,5,0
Bachelors,2013,New Delhi,3,25,Female,No,3,0
Bachelors,2015,Bangalore,3,26,Female,No,4,-484
Bachelors,2012,Pune,3,24,Male,No,2,0
Bachelors,2012,Bangalore,3,26,Female,No,4,0
Masters,2015,Pune,2,-203,Female,No,3,1
Bachelors,-11,New Delhi,3,24,Male,No,2,0
Masters,2017,incorrect_value,2,27,Female,No,5,0
Masters,2017,Pune,2,26,Male,incorrect_value,286,0
,2014,Pune,3,27,Male,No,5,0
Bachelors,2018,Bangalore,3,25,Male,No,3,1
Bachelors,2014,Bangalore,3,25,Female,No,3,0
Bachelors,2013,Pune,2,27,Female,No,5,1
Bachelors,2015,Pune,589,26,Male,No,4,0
Bachelors,2017,Pune,728,24,Male,No,2,1
Masters,2017,New Delhi,2,26,Male,No,4,1
Bachelors,2013,Pune,2,25,incorrect_value,incorrect_value,-977,1
Masters,2017,New Delhi,-825,25,Female,No,3,-385
Bachelors,2013,Pune,3,26,Female,Yes,4,0
Bachelors,2014,Pune,3,28,Male,No,2,0
Bachelors,2016,New Delhi,3,27,Female,No,5,0
Bachelors,2017,New Delhi,2,-743,Male,No,1,0
Masters,2014,New Delhi,3,27,Male,No,5,0
Bachelors,2014,New Delhi,3,28,Female,No,1,0
Bachelors,2015,Bangalore,3,27,Male,No,5,1
Bachelors,2015,Bangalore,3,24,,No,-415,1
Bachelors,2018,Bangalore,3,24,Male,No,2,387
Bachelors,2013,Pune,3,26,Male,No,4,0
Bachelors,2012,Bangalore,3,28,Female,No,-31,0
,2017,,2,26,Male,No,-390,0
Masters,2017,New Delhi,2,25,incorrect_value,No,-988,1
Bachelors,2016,New Delhi,3,27,Female,No,5,0
Bachelors,2012,Bangalore,3,26,Male,No,4,61
Bachelors,2015,Pune,3,25,Male,No,3,0
Bachelors,2012,New Delhi,3,-694,Female,Yes,4,0
Masters,2014,Bangalore,3,27,Male,No,5,1
Masters,2017,New Delhi,-828,26,Male,No,4,0
Masters,-848,,3,26,Male,No,4,1
Bachelors,2015,Pune,2,645,Female,No,4,1
Masters,2014,New Delhi,3,25,Male,No,3,0
Bachelors,2015,Bangalore,3,28,Male,Yes,2,0
Masters,2012,incorrect_value,3,27,Male,No,5,1
Bachelors,2017,Bangalore,2,27,Male,No,5,0
Bachelors,-724,Bangalore,3,24,Male,No,2,0
Bachelors,2017,Bangalore,3,27,,No,5,0
Bachelors,2014,Bangalore,3,26,Male,No,4,1
Bachelors,2017,Bangalore,3,24,Female,No,2,0
Bachelors,2017,Bangalore,3,28,Male,,1,0
Bachelors,2014,,3,56,Male,No,4,1
Bachelors,-912,Bangalore,3,28,Female,No,3,1
Bachelors,924,New Delhi,3,24,Female,No,2,0
Bachelors,2017,Bangalore,1,27,Male,No,5,0
incorrect_value,2015,New Delhi,3,24,Female,No,-734,0
Bachelors,2017,Bangalore,260,27,Male,No,5,0
incorrect_value,2017,Pune,-915,28,Male,No,3,0
Bachelors,2014,Bangalore,3,25,Male,No,3,0
Bachelors,2017,Bangalore,3,25,Female,No,3,0
Bachelors,2018,Bangalore,3,25,Male,,3,1
Bachelors,2013,Bangalore,3,28,Female,No,3,0
Bachelors,2017,New Delhi,3,27,Male,No,5,0
Bachelors,2013,Bangalore,3,27,incorrect_value,No,5,0
Masters,2017,New Delhi,2,26,Female,No,4,1
Bachelors,2014,Bangalore,3,24,Male,No,2,0
Bachelors,2017,Pune,3,27,Male,No,5,0
Bachelors,2012,Pune,3,27,Male,No,5,0
Bachelors,2017,,3,24,Male,No,-94,0
Bachelors,2014,Bangalore,3,25,Male,No,3,-70
Bachelors,2014,Bangalore,3,28,Male,No,3,0
incorrect_value,2018,Bangalore,3,513,Male,No,4,1
Masters,2017,Bangalore,3,28,incorrect_value,,1,1
Bachelors,2018,Bangalore,3,27,Male,Yes,5,1
Bachelors,2017,Bangalore,3,28,Male,Yes,1,0
Bachelors,2016,Bangalore,3,25,Male,No,3,702
Bachelors,2013,Pune,3,24,incorrect_value,No,2,-516
Bachelors,2018,,277,25,Female,No,3,1
Bachelors,2014,Bangalore,3,24,Female,No,2,0
Bachelors,2012,Bangalore,3,323,Male,No,4,810
Masters,2013,New Delhi,1,24,Female,No,2,0
Masters,2013,New Delhi,1,24,Male,Yes,-877,1
,-41,Bangalore,3,222,Male,No,4,0
Bachelors,2017,Bangalore,3,27,Male,No,5,0
Bachelors,2017,New Delhi,2,25,Male,No,495,0
Bachelors,2015,Bangalore,3,28,Female,,1,0
,2014,Bangalore,3,24,Male,No,2,0
PHD,2018,New Delhi,3,24,Female,No,-839,1
Bachelors,2015,Pune,3,28,Male,No,1,0
Bachelors,2015,Bangalore,3,2,Male,No,4,0
PHD,339,Pune,2,28,Female,No,1,0
Bachelors,2018,Bangalore,3,25,Male,incorrect_value,3,1
Bachelors,2016,Bangalore,3,26,Male,No,4,0
Bachelors,2015,Bangalore,3,238,Female,No,5,1
incorrect_value,2017,Pune,3,24,Male,No,2,0
Bachelors,-513,incorrect_value,3,27,Male,No,-762,109
Masters,2012,incorrect_value,3,28,Male,No,2,0
Bachelors,-276,,-932,28,Male,No,3,0
Bachelors,2012,,2,27,Female,No,5,1
Bachelors,2012,New Delhi,2,27,Female,No,5,1
Masters,2012,,3,27,Male,No,5,1
Bachelors,2018,Bangalore,265,25,Female,No,3,1
Masters,938,Pune,3,27,Male,No,5,1
Masters,2017,New Delhi,2,-962,Male,No,2,0
Bachelors,2013,Bangalore,3,27,Male,No,5,0
Masters,2017,,2,28,Male,Yes,2,1
Bachelors,2017,,3,-673,Male,No,5,0
Bachelors,-394,Pune,3,28,Female,No,1,0
Bachelors,2016,Bangalore,3,28,Male,No,3,0
,2014,New Delhi,3,26,Female,No,4,0
Bachelors,2018,Bangalore,3,25,Male,No,3,1
Bachelors,2017,New Delhi,3,26,,No,-233,0
Bachelors,2015,Pune,2,26,Female,No,4,-304
Bachelors,2017,New Delhi,3,26,Male,No,4,0
Bachelors,2012,Bangalore,3,25,Female,Yes,255,0
Bachelors,2017,Bangalore,3,25,Male,Yes,-797,0
Bachelors,2013,Bangalore,618,28,Female,No,132,1
Bachelors,2013,incorrect_value,3,24,Female,No,2,1
Bachelors,2014,Bangalore,3,-687,Male,No,3,0
Masters,-206,New Delhi,3,25,Male,No,3,1
Bachelors,2015,Pune,2,-373,,No,5,1
Masters,2017,,2,28,Male,No,3,0
Masters,2017,New Delhi,3,26,Male,No,4,0
Masters,2017,Pune,-360,24,Female,No,2,0
Masters,2015,Pune,1,26,Female,No,4,0
Masters,2013,incorrect_value,3,26,Male,No,4,0
Bachelors,2015,Bangalore,3,26,Male,No,4,0
Bachelors,2017,Pune,3,625,Male,No,2,0
PHD,2016,Bangalore,3,27,Male,No,153,0
Bachelors,2018,Bangalore,3,24,Male,No,2,1
incorrect_value,2014,Pune,3,-277,Male,No,3,0
Bachelors,2012,Bangalore,3,26,Male,No,4,0
Bachelors,2017,,3,28,Male,No,3,0
,2014,Pune,3,25,Male,No,3,175
Masters,2018,New Delhi,3,241,Female,,3,1
Bachelors,2013,Pune,2,25,Female,No,3,1
PHD,2013,,796,26,Male,No,940,0
Bachelors,2015,New Delhi,3,28,Female,No,431,0
Bachelors,2017,Bangalore,945,24,Male,incorrect_value,2,0
Masters,2018,New Delhi,1,26,Female,No,4,1
Bachelors,2013,Pune,2,24,Female,incorrect_value,2,1
Bachelors,2018,Bangalore,3,24,Male,No,2,1
PHD,2016,Pune,1,25,Female,No,3,1
Bachelors,2014,Pune,3,26,Male,No,4,1
Masters,2015,Pune,1,27,Female,No,5,0
incorrect_value,2013,Pune,3,28,Female,incorrect_value,2,1
Bachelors,-100,Bangalore,1,27,Female,No,5,0
Bachelors,2014,New Delhi,3,515,Male,No,2,0
Bachelors,2016,Bangalore,3,26,Male,Yes,4,0
Bachelors,2015,Pune,3,25,Female,No,3,1
Bachelors,359,Bangalore,3,24,Male,No,2,0
Bachelors,2015,Bangalore,3,25,Female,No,-123,0
Bachelors,2015,,3,26,Male,No,4,0
Bachelors,2016,Bangalore,3,26,incorrect_value,No,4,0
Bachelors,2013,Pune,3,591,Male,No,4,0
Masters,2016,Bangalore,3,26,Female,No,4,1
Bachelors,-2,Bangalore,3,-801,Female,No,-200,1
Bachelors,-463,Bangalore,3,24,,No,2,0
Bachelors,2014,incorrect_value,3,24,Female,No,2,537
Bachelors,2013,Pune,3,26,Male,Yes,4,-35
Bachelors,2014,Bangalore,3,26,Male,No,4,0
Bachelors,2014,Bangalore,3,24,Male,No,2,0
Bachelors,2012,Bangalore,3,26,Male,No,4,0
Bachelors,2014,Pune,2,26,Female,incorrect_value,4,1
Bachelors,2016,New Delhi,3,28,Female,No,5,0
Bachelors,2015,Bangalore,3,28,Male,No,5,0
incorrect_value,2012,Pune,2,26,Female,No,4,1
Bachelors,2013,New Delhi,3,26,,No,4,0
Bachelors,2013,Pune,3,24,Male,No,2,0
Masters,2017,New Delhi,324,28,Female,No,3,0
Bachelors,774,New Delhi,3,27,Female,No,5,941
Bachelors,2017,Bangalore,3,25,Male,No,3,0
Bachelors,2012,New Delhi,3,24,Female,No,2,1
Masters,456,incorrect_value,1,24,Male,No,2,0
Masters,2013,New Delhi,3,27,Male,No,785,1
Bachelors,2017,New Delhi,3,61,Female,No,2,1
Bachelors,2014,incorrect_value,3,28,Male,No,1,1
Bachelors,2015,Bangalore,3,28,Female,No,1,0
Masters,2013,New Delhi,3,27,Male,No,5,0
Bachelors,2014,,3,26,Male,No,4,0
Bachelors,593,Bangalore,3,25,,No,3,0
Masters,2015,New Delhi,3,24,Male,No,2,1
,-160,Bangalore,3,25,Male,No,3,0
Bachelors,2014,Bangalore,3,25,incorrect_value,No,3,600
